ID,Question,Judge,Reason
86,"老人保健食品 - Google Shopping 情人節最高回饋$1314【康健補】特優蛋白配方原味237mlx24入(添加褐藻醣膠、優質蛋白質20%、幫助調整體質、高齡醫學醫師推薦)Visit siteNT$1,750.00 · momo購物網Free shippingCOMPARE PRICESPRODUCT DETAILS新一代保健營養飲MORE DETAILSONLINE SHOPSNT$1,750.00Free shippingmomo購物網",illegal,廣告文字中提及「高齡醫學醫師推薦」，此類醫師推薦用語，根據參考資料中「白蘭氏官方直營保捷膠原錠（30錠UC2第二型膠原蛋白關節、膝蓋保養吳凱文醫師推薦）」及「Eatbliss益比喜好齡光白金蛋白2盒組(10包盒許/OO于OO雙代言濃縮乳清蛋白乳鐵蛋白免疫球蛋白..)」的案例，均因提及「醫師推薦」而涉及誇張易生誤解，違反食品安全衛生管理法第28條第1項規定。食品廣告不得涉及醫療效能或為誇大、易生誤解之宣稱，醫師推薦易使消費者誤認產品具有醫療或特定功效。雖然「幫助調整體質」一詞相對籠統，在從寬認定原則下可能不直接構成誇大療效，但「高齡醫學醫師推薦」已明確觸及參考案例中被判斷為違法的範疇。
87,"老人保健食品 - Google Shopping 【Kirkland Signature 科克蘭】鈣+維生素D3錠(500錠)Visit siteNT$529.00 · Costco 好市多Free shippingCOMPARE PRICESPRODUCT DETAILS科克蘭鈣+維生素D3錠 鈣+維生素D3錠每錠提供600毫克鈣及275IU的維生素D。 鈣很重要,可幫助牙齒骨骼正常發育,對於年齡逐漸增長的女性也很重要! 维生素D很重要因為它能增進鈣吸收且幫助骨骼與牙齒的正常發育。 適量的維生素D有助於維持神經,肌肉的正常生理。MORE DETAILSUSER REVIEWS4.8★★★★★40 reviews54321SEE ALL REVIEWSONLINE SHOPSSort DefaultDefaultPrice - low to highPrice - high to lowNT$529.00Free shippingCostco 好市多NT$725.00Free shippingmomo購物網NT$590.00Free shipping全聯全電商NT$699.00屈臣氏網路商店NT$530.00Free shippingiOPEN MallShowing results 1&ndash;5 of 8Next >",legal,"廣告文字內容僅提及鈣和維生素D3的營養素功能，如「幫助牙齒骨骼正常發育」、「增進鈣吸收」、「幫助骨骼與牙齒的正常發育」及「有助於維持神經,肌肉的正常生理」。這些描述屬於營養素的正常生理功能範疇，並未涉及治療、預防疾病或誇大療效的詞句。與參考資料中被判定違法的廣告內容（如「遠離孕期不適」、「改善失眠」、「擊退抓抓困擾」、「促進身高發育」、「強化思緒、加速學習」、「降低孕婦缺鐵發生率」等涉及具體疾病或生理問題的改善、治療或預防）有顯著區別。根據「無罪判定原則」從寬認定，此廣告用詞不涉及誇大療效及違法。"
88,"成 份:果寡糖、優酪乳粉、乳糖、寡多糖、綜合消化酵素(含蛋白質分解酵素(蛋白酵素、鳳梨酵素)、碳水化合物水解酵素(澱粉酵素、葡萄糖澱粉酵素、蔗糖轉化酵素、纖維素分 解酵素)、脂解酵素)、HP99 複合益生菌( 含L.helveticus 瑞士乳桿菌、 L.pentosus 戊糖乳桿菌、 L.plantartum K68植物乳桿菌 K68、 L.plantartum 植物乳桿菌、 L.rhamnosus 鼠李糖乳桿菌)、 蛋黃抽出物(含IgY)。 規 格 :30包入/盒(2克/包) 保存期限:二年 保存方法:請置於冰箱冷藏或陰涼乾燥處,避免高溫及陽光直射,開封後請儘速食用完畢。 建議用法:依個人體質的量增減,飯前、飯後或睡前空腹食用皆可,成人每次1-2包,每日2-3次。可直接食用,或加入40°C以下牛奶或飲料食 用。建議持續配合3-6種蔬果食用,以快速建立優勢菌叢以達到最佳效果。 榮譽出品:長青寶生物科技股份有限公司 地 址:高雄市左營區至聖路159之1號",legal,廣告文字內容僅列出產品成分、規格、保存方法及建議用法，並未提及任何具體療效、功能性改善、臨床實證、特定時間內的效果或誇大性描述。唯一提及效果的句子「建議持續配合3-6種蔬果食用，以快速建立優勢菌叢以達到最佳效果」僅說明產品有助於建立腸道菌叢，並未涉及誇大療效或暗示醫療效能。與參考資料中明確提及「臨床實證」、「14天高效有感」、「體內葉黃素濃度+800%」、「改善黑眼圈」、「小腹橡皮擦」、「排毒代謝」等具體且誇大的療效或功能性宣稱有顯著差異。根據「無罪判定原則」，此廣告文字內容不涉及誇大療效及違法。
89,"老人保健食品 - Google Shopping Kobayashi Pharmaceutical Brain Health Support 45 CapsulesVisit siteNT$1,145.30 + tax · Goods Of Japan+NT$818.07 shippingCOMPARE PRICESPRODUCT DETAILSSupplement Ingredient: TurmericType: SupplementsBenefit: Brain & Memory SupportAge Group: AdultJAN: 4987072051313MORE DETAILSUSER REVIEWS3.8★★★★★31 reviews54321SEE ALL REVIEWSONLINE SHOPSNT$1,145.30 + tax+NT$818.07 shippingGoods Of Japan",legal,"廣告文字內容主要為商品名稱、價格、成分（薑黃）、類型（補充品）、效益（大腦與記憶支持）及年齡群組（成人）。其中涉及效益的詞句為「Brain Health Support」及「Benefit: Brain & Memory Support」。

對比參考資料中被判定違法的廣告用詞，其特點是涉及具體療效、誇大功能、暗示醫療行為或疾病治療、或使用具體數字、時間、比較等方式來強調效果，例如：
*   「強骨」、「提升免疫力」、「增進神經系統的健康」、「有效清除有害因子(自由基)」、「恢復疲勞」、「促進膠原形成」、「潤腸通便」等具體生理功能或疾病改善。
*   「消除虛累累」、「思緒不斷電」、「即刻有感思緒甦醒」、「更清醒，更持久」、「反應更快，更靈活」、「24h滿格不斷電」、「無任何副作用」、「秒入睡」、「提升9倍靈活度」、「降低疼痛僵硬」等誇大、立即或具體可量化的效果。
*   「腦神經團隊研發」、「藥」、「醫學」、「醫藥學院與腦神經專業」、「臨床實證」、「專科醫師推薦」、「藥廠級」等暗示醫療或藥品等級的詞彙。

本廣告中的「Brain Health Support」和「Brain & Memory Support」僅為「支持」或「輔助」大腦及記憶健康的通用性描述，並未宣稱具備治療、改善疾病、或產生立即、顯著、具體可量化之生理功能改變。相較於參考資料中被處分的誇大、暗示療效的詞句，本廣告用詞顯得較為溫和且不具備醫療暗示。

根據「無罪判定原則」及「從寬認定合法性」的原則，本廣告文字內容不涉及誇大療效或違法。"
90,"老人保健食品 - Google Shopping Kobayashi Pharmaceutical Brain Health Support 90 CapsulesVisit siteNT$1,123.05 + tax · DokodemoCOMPARE PRICESPRODUCT DETAILSForm: CapsuleType: SupplementsBenefit: Brain & Memory SupportAge Group: AdultMaintaining cognitive function * 1 that declines with age * 1 Memory (ability to memorize and remember actions and judgments that occur in daily life) and attention (ability to maintain attention and continue one action) Memory * 2 Maintenance * 2 Memory: Ability to memorize and remember actions and judgments that occur in daily life Attention * 3 Maintenance * 3 Attention: Ability to maintain attention and continue one action [Notification display] Curcumin for this product It is included. Curcumin maintains memory (the ability to memorize and remember actions and judgments that occur in daily life) and attention (the ability to maintain attention and continue one action), which are part of cognitive function that declines with age. It has been reported to have functionality. Ingredients / quantity [Ingredients] Maltese sugar, starch, dextrin / turmeric, higher fatty acids, crystalline cellulose, lecithin (derived from soybeans), hydroxypropylmethyl cellulose, fine-grained silicon oxide, vitamin C [Nutrition ingredient display] Energy 3.9 kcal Protein 0.0059 g Lipid 0.14 g Carbohydrate 0.65 g Salt equivalent 0-0.0017 g Vitamin C 0.00084-0.24 mg Functional ingredient Curcumin 64 mg Usage and dosage Take 3 capsules daily with water or hot water without chewing. Tablets Precautions for use Precautions for use [Precautions for ingestion] Avoid taking large amounts in a short period of time. Do not take if you are taking anticoagulants or antithrombotic drugs such as warfarin. Do not take if you are pregnant. If you have food allergies, please check the names of the ingredients before eating. Due to the use of naturally derived ingredients, the color may change, but there is no problem with the quality. This product is not intended for the diagnosis, treatment, or prevention of diseases. This product is not a food product developed for people suffering from illness, minors, pregnant women (including those planning to become pregnant) and lactating women. If you have a disease, consult your doctor, and if you are taking medicines, consult your doctor or pharmacist. If you feel any change in your physical condition, stop taking it immediately and consult a doctor. Precautions for storage and handling Avoid direct sunlight and store in a cool, dry place s JAN: 4987072051320MORE DETAILSUSER REVIEWS4.3★★★★★28 reviews54321SEE ALL REVIEWSONLINE SHOPSSort DefaultDefaultPrice - low to highPrice - high to lowNT$1,123.05 + taxDokodemoNT$2,356.05 + tax+NT$818.07 shippingGoods Of Japan",legal,該廣告文字內容主要使用「Brain Health Support」、「Maintaining cognitive function that declines with age」及「Memory Maintenance」等詞彙。這些詞彙旨在表達對大腦健康和記憶功能的「支持」與「維持」，特別是針對「隨年齡增長而下降」的認知功能，這屬於對正常生理機能的輔助性描述，而非宣稱治療、改善或預防特定疾病或病理狀態。與參考資料中被處分的廣告內容相比，例如「消除虛累累」、「思緒不斷電」、「記憶嚴重衰退老化」、「秒入睡」、「舒緩不適」、「修護」、「提升免疫力」、「強骨」等詞句，這些詞語明顯涉及誇大療效或暗示醫療效能。本廣告文字內容並未出現類似的誇大或暗示醫療效能的詞彙，且根據「無罪判定原則」及「從寬認定合法性」原則，其用詞屬於保健食品可宣稱的「維持」或「輔助」生理機能範疇，不構成誇大療效或違法。
91,"看大圖 !上頁 下頁 領折價券2/10限定｜美食+保健_商品結帳滿千領券折$100 【台塑生醫】樂齡益生菌(30包入/盒) 定價：850元 優惠價：690元 優惠期限：2025年03月02日止 折價券&nbsp;領取折價券 品牌：台塑生醫 醫之方 載入中... 運送方式： 臺灣與離島 常溫宅配：台灣 分享到 消費者商品評鑑 產品說明 商品簡介 商品名稱：【台塑生醫】樂齡益生菌(30包入/盒) 內容量(g/ml)：3公克/包；30包/盒 保存方式： 請置於陰涼乾燥處，避免陽光直射 食用方法及用量：每日1包，於午餐或晚餐任選一餐，餐前30分鐘搭配開水食用 (水溫需40°C以下)，請依建議量食用，多食無益 成份: 乳糖、蔗糖、難消化性麥芽糊精、D-山梨醇(甜味劑)、葡萄糖、嗜熱鏈球菌(含麥芽糊精、嗜熱鏈球菌Streptococcus thermophilus)、綜合酵素[含麥芽糊精、澱粉分解酵素、植酸酵素、葡萄糖澱粉酵素RO、複合酵素(含脂肪分解酵素、蛋白質分解酵素、澱粉分解酵素、麥芽糊精)、中性蛋白質分解酵素、鳳梨酵素、蛋白質分解酵素4.5、轉化酵素、蛋白質分解酵素3.0、半纖維素分解酵素、果膠酵素、α-半乳糖苷酶、蛋白質分解酵素AM、脂肪分解酵素、胜肽分解酵素、乳糖分解酵素、蛋白質分解酵素6.0、澱粉酵素、纖維素分解酵素AN]、阿拉伯膠、鳳梨果汁粉(含鳳梨濃縮汁、麥芽糊精、檸檬酸、香料、β-胡蘿蔔素)、乳果寡醣、蘋果濃縮汁、果寡糖、二氧化矽、香料(含乳糖、二氧化矽、β-環狀糊精、丙二醇、香料)、黃金奇異果粉(含黃金奇異果粉、微結晶狀α-纖維素、二氧化矽)、DL-蘋果酸、檸檬酸、β-胡蘿蔔素[含葡萄糖漿、阿拉伯膠、中鏈三酸甘油酯、蔗糖、L-抗壞血酸鈉(抗氧化劑)、β-胡蘿蔔素、二氧化矽、維生素E(抗氧化劑)]、酪酸菌(含麥芽糊精、酪酸菌Clostridium Butyricum)、雷特氏B菌(含雷特氏B菌Bifidobacterium lactis、麥芽糊精)、龍根雙歧桿菌(含龍根雙歧桿菌Bifidobacterium longum、麥芽糊精)、比菲德氏菌(含麥芽糊精、比菲德氏菌Bifidobacterium bifidum)、比菲德氏短雙歧桿菌(含比菲德氏短雙歧桿菌Bifidobacterium breve、海藻糖、玉米澱粉)、芽孢乳酸菌(含麥芽糊精、芽孢乳酸菌Bacillus coagulans)、副乾酪乳酸桿菌(含麥芽糊精、副乾酪乳酸桿菌Lactobacillus paracasei、微結晶狀α-纖維素)、鼠李糖乳桿菌(含鼠李糖乳桿菌Lactobacillus rhamnosus、麥芽糊精)、嗜酸乳酸桿菌(含嗜酸乳酸桿菌Lactobacillus acidophilus、海藻糖、玉米澱粉)、黑酵母發酵物(含β-聚葡萄糖) 食品添加物： 無 (每一份量3公克,本包裝含30份) 營養標示：熱量 11.4 大卡,蛋白質 0.04公克,脂肪 0公克,飽和脂肪 0公克,反式脂肪 0公克,碳水化合物 2.8公克,糖 2.1公克,鈉 3毫克 ＊參考值未訂定 每日參考值：熱量 2000 大卡、蛋白質 60 公克、脂肪 60 公克、飽和脂肪 18 公克、碳水化合物 300公克、鈉 2000 毫克",legal,廣告文字內容僅包含商品名稱、價格、品牌、使用方法、保存方式及成分列表，未提及任何具體療效、保健功效、疾病預防或治療等詞句。商品名稱中的「樂齡」僅為產品定位或目標客群之描述，不涉及療效宣稱。與參考資料中被判定違法的廣告內容（如「敏感調理」、「提升抵抗力」、「排便順暢」、「思緒清晰」、「幫助入睡」、「強化記憶力」、「擊退疲累感」等）相比，本廣告文字內容並無涉及誇大療效或易生誤解之詞語，符合無罪判定原則。
92,"3party/jqm-datebox-1.4.5.min.css,3party/selectize/selectize.default.css,3party/owlcarousel/owl.carousel.min.css,3party/shhos/shhos.css,3party/jquery.fancybox.min.css,3party/animate.min.css,index.css,hover.css,base.css,element.css,style.css,landingpage.css,store.css,form-style.css,layout.css,status.css,event.css,user.css,register.css,start_event.css,mobile_tour.css,mobile_guideline.css,create-event.css,find-event.css,fontello.css,2017-message.css,search.css,regular-header.css,profile.css,label.css,banner.css,index-phone.css,label-page.css,new-label-page.css,rwd-product-page.css 3party/jquery-1.11.1.min.js,3party/setJqueryMobile.js,3party/jquery.mobile-1.4.5.min.js,3party/jquery.scrollTo.min.js,3party/jqm-datebox-1.4.5.min.js,3party/jsonfn.min.js,3party/jquery.cookie.min.js,3party/jquery.blockUI-2.70.0.js,3party/selectize/sifter.js,3party/selectize/microplugin.js,3party/selectize/selectize.min.js,3party/owl.carousel.min.js,3party/exif.js,3party/iscroll-zoom.js,3party/bootstrap/js/bootstrap.min.js,3party/masterslider/masterslider.min.js,3party/URI.js,3party/jquery.fancybox.min.js,3party/jquery.timers.js,util/mobile.js,social/social.js,util/googleAnalyticsEvent.js,util/android.js,util/areas.js,util/category.js,tab.js,shhos/shhos.js,slick/slick.js,util/imageUploader.js,system/setUserType.js,system/webPush.js,util/cookieUtils.js,util/webStorageUtils_v3.js,util/determineUri.js,util/shoppingDailogUtil.js,util/mobileMailUtil.js,util/mobileMessageUtil.js,messages/receiverPrepare.js,stores/indexStores.js,index/indexIndex.js,index/indexMap.js,index/indexHome.js,index/indexSearch.js,index/indexCategoryMenu.js,header.js,menu.js,events/join/index.js,events/join/pay/prepare.js,events/join/description.js,events/modify/prepare.js,events/join/insertCustomItem.js,events/modify/index2016.js,events/prepare/prepareProducts.js,events/prepare/prepareFreeProducts.js,events/prepare/prepareEventInfo.js,events/prepare/prepareHostInfo.js,events/prepare/complete.js,fast/indexFast.js,fast/indexCategorys.js,fast/indexCampaignTags.js,fast/indexLabels.js,fast/fastGroupBuy.js,fast/deliverDirectoryList.js,fast/deliverDirectoryModify.js,fast/listFastPlaces.js,fast/fastDirectBuy.js,fast/enrollPay.js,fast/deliverPay.js,fast/fastProductInfo.js,fast/fastDirectBuyInfoStepOne.js,fast/viewedProduct.js,store/fastStoreIndex.js,user/mails/index.js,user/mails/detail/eventDetail.js,user/mails/message/eventMessage.js,user/mails/inbox/index.js,user/mails/detail/defaultDetail.js,mails/writePrepare.js,user/mails/detail/meetingCheck.js,user/comment/index.js,user/profile/index.js,user/profile/myCoupon.js,deliver/tools.js,util/ihergoPayment.js,user/mails/detail/deliverDetail.js,user/mails/message/deliverMessage.js,store/index.js,store/cartContent.js,store/deliverAdd.js,store/storeEvents.js,status/index.js,point/insertPoint.js,bonus/bonusUtils.js,status/listSuggestFriends/index.js,favorite/indexFavorites.js,util/youtubeViedo.js 【台塑生醫】樂齡益生菌(30包入/盒) 30包入/盒 | ihergo愛合購 APP下載 與我合作 新手上路 回首頁 限時大合購 名店街 找合購 破萬件商品 天天免運費 搜尋 0 購物車 登入 免費註冊 折扣優惠 購買方案 特色介紹 商品說明 免運購買 加入購物車 開團 搜尋紀錄 熱門關鍵字 今天有面交！ 送上X張折價券 請享用！ 2/17前購買肉捲加碼送2捲🌯 大成花椰菜米🍚5種口味任選 智慧體重計可記錄15項數據📖 加倍燃燒🔥運動不怕撞牆期🏋️ 保健醫用 &gt; 保健食品 &gt; 益生菌 免運 享贈品 【台塑生醫】樂齡益生菌(30包入/盒) 30包入/盒 付款後最慢3個工作天內出貨 特價$690 | 83折後 $573 共1盒 領取成功，滿額結帳使用可折200元！ 結帳輸入 過年肥肉說掰掰 滿$1800折&nbsp;$200 領取折價券 結帳輸入 0210限定下殺 83折 19496740 2025/02/10 11:05:42 折扣倒數 0 天 00 時 00 分 00.&nbsp;0 秒 領取折價券 登入查看所有折價券 已售出17份 下單即享贈品 紅利回饋1% 紅利回饋1% 美安回饋3% shpback回饋 下單紅利折抵可低至 73 折 快速出貨 免運購買 加入購物車 你可能也想看 【乾唐軒活瓷】日出之地遠紅外線毛毯 附精美禮盒 原價$3880 $3298 起 再9折 $2968.2 起 &nbsp; 【I LEKE 艾樂可】樂舒適蔓越莓膠囊 原價$33.3 $719.1 起 再89折 $640 起 &nbsp; 【大漢酵素】淨暢酵素錠 原價$1020 $865 起 再97折 $839 起 售出16份 &nbsp; 【詠統】薑薑好黑蒜精 原價$200 $279.2 起 再93折 $259.7 起 &nbsp; 【詠統】黑蒜膠囊PLUS 原價$44.3 $1050 起 再9折 $945 起 &nbsp; 三立電視-天之驕女歐速纖膠囊買6盒送4盒共10盒再贈送24K黃金電動按摩T字棒 原價$232.7 $1030 起 再86折 $885.8 起 &nbsp; 【自在食刻】低卡蒟蒻飯+罐頭套餐 原價$1040 $799 起 再9折 $719.1 起 售出18份 &nbsp; 【河洛嚴選】特選番紅花絲(小包裝) 1g 原價$399 $452.4 起 再93折 $420.7 起 &nbsp; 【女神伊登】-水嫩光玻尿酸膠囊 多組優惠 原價$56 $650 起 再89折 $578.5 起 &nbsp; 【亞源泉】羊肚菌菇 50g/包 羊肚菌 特級菌菇 原價$57 $799 起 再88折 $703.1 起 &nbsp; 【EinFit】純素米豆蛋白粉（10包） 原價$65 $580 起 再94折 $545.2 起 售出153份 &nbsp; 【潮爺爺】炙燒豬排薄片 原價$480 $394.8 起 再86折 $339.5 起 售出6份 &nbsp; 【凍凍鮮】智利鮭魚菲力 225g 原價$350 $255 起 再93折 $237.2 起 &nbsp; 【葉宅】祖傳滷二節翅(180g)/滷雞爪(380g) 原價$399 $115 起 再93折 $107 起 &nbsp; 【福忠字號】啾吸香辣臭豆腐冬粉 原價$268 $223.1 起 再97折 $216.4 起 &nbsp; 【如意生技】純素香菇丸/海苔丸/紅毛苔丸任選 原價$750 $149 起 再94折 $140.1 起 &nbsp; 贈品資訊 - 贈品品項任選 1 份 下單即享贈品 《台塑生醫》Dr's Formula控油抗屑洗髮精(升級版)三代100g - 100gx1瓶 配送與付款 配送資訊 可出貨日：付款後最慢3個工作天內出貨 付款資訊 運費說明： 全館免運費 發票方式： 電子發票",legal,提供的「廣告文字內容」是一串檔案路徑，主要為CSS樣式表檔案，這些是網頁開發中用於定義網頁外觀和佈局的技術性檔案。內容中不包含任何產品名稱、功效描述、醫療相關詞彙或任何形式的行銷宣傳語句。與參考資料中明確指出涉及誇大療效的化妝品廣告內容（如提及「酒糟」、「鎮定」、「粉刺痘痘」、「斑點」、「淡斑」、「醫美」、「皺紋」、「法令紋」等功效性詞語）完全不同。根據「無罪判定原則」及「從寬認定合法性」的原則，此文字內容不構成廣告，也無從判斷其涉及誇大療效或違法。
93,【ＢＨＫ′ｓ】白腎豆素食膠囊３０粒(３０粒／入) | 熱銷推薦 | 全家行動購 網站主選單 輸入手機下載官方 APP，購物更便利 免費傳送載點至手機 我的收藏 會員登出 會員登入/註冊 0 最新加入項目 點＋ 點 加價購 結帳 購物車內目前沒有商品 語系 幣別 商品分類 商品分類 首頁 保健/醫療 美妍窈窕 首頁 商品分類 所有分類 本商品適用活動 看更多 電子票券 NFT 限定地區活動 獨享 點數兌換商品 APP獨享活動 限定商品 定期購商品 買就送 贈品 查看贈品 加價購商品 國家/地區配送 &nbsp;( ) 付款完成後將發送電子票券至「會員專區 &gt; 我的票券」，需至門市出示憑證掃碼兌換 付款完成後將發送 NFT 至「會員專區 &gt; 我的 NFT收藏」 更多使用說明 商品將在 開賣！ 購買名單 ※ 購物滿，才可購買本商品 ※ 本商品不適用折價券 ※ 本商品不適用點數折抵 ※ 付款與運送,legal,"The provided advertisement text for '【ＢＨＫ′ｓ】白腎豆素食膠囊' primarily consists of product identification, website navigation, and sales-related information ('熱銷推薦'). It does not contain any specific claims regarding health efficacy, disease prevention, treatment, weight loss, or physiological changes. The categories '保健/醫療' and '美妍窈窕' are broad website classifications and do not constitute specific exaggerated or misleading claims about the product's effects. Compared to the reference cases, which involve explicit and strong claims of medical effects, body transformation, or disease-related outcomes, the current ad text is devoid of such content. Therefore, based on the principle of lenient interpretation and avoiding over-interpretation, the text is deemed legal."
94,"Yuhanmedica 醣胺聚醣軟骨素補充錠 120g 酷澎 - 天天低價，你的日常所需都在酷澎 您需要啟用 JavaScript 才能運行此應用程序。(15)Yuhanmedica 醣胺聚醣軟骨素補充錠 120g每份膠囊/顆數 × 數量120顆 × 2罐價格說明45折折扣計算是將參考售價與折扣後價格進行比較計算得出$2,251參考售價 此價格為製造商建議售價 (MSRP)、品牌官方價格或是跨境廠商曾經在其當地市場近90天內販售的價格、當地或本地零售通路近期對消費者通常性之銷售價格，或以上廠商或通路販售至海外的預估價。$1,259廠商海外販售標準價 此價格為跨境廠商將商品販售至海外給台灣顧客所設定的標準價$1,007折扣後價格45折$2,251$1,259$1,007特價免運($4.2/1錠)2/17 預計送達可宅配、超商取貨數量確認1即將售完還剩 5 個賣家：Coupang Corp.從韓國直接發貨的火箭跨境產品。加入購物車購買配送/換貨/退貨須知配送資訊配送方式海外直送（顧客提交火箭跨境訂單後，境外賣家會收到訂單內容並直接配送商品給顧客，與產品有關之資訊、圖片、說明及其他相關資訊，均由境外賣家提供。）物流夥伴宅配: 黑貓宅急便超取: 全家、7-11運費$195- 火箭跨境商品訂單價格超過$690免運費統一運費計算一筆訂單中有數個商品，僅收一次運費(但商品可能分次配送)換貨/退貨指南退貨費用退貨時需支付運費$95，將自退回貨款中扣除。（目前為平台服務推廣優惠期間，暫不收取退貨運費）退貨規定· 顧客可在收到火箭跨境商品7天(鑑賞期)內，保持商品全新且無下列退貨限制所列情形時申請退貨。惟倘退貨後剩餘訂單金額未達到免運門檻，則將自退回之費用中扣除原本運費（亦即$195 元）· 若商品內容與標示或廣告不符，或收到商品時已有缺陷，退貨請求必須於配送完成取貨後3個月內對本公司提出（若該產品有標示賞味期限或有效期間，則必須於該賞味期限或有效期限內提出請求）。· 基於跨境商品的配送特性，在「準備商品」階段完成後，因已交付運送、清關，此階段顧客無法進行退貨，但可在收到商品後申請退貨· 因火箭跨境採海外直送，暫無法提供換貨服務· 請留意退貨時台灣海關所課徵的稅費無法退還。有關稅費退還問題，請向海關或您的稅務顧問諮詢。退貨限制下列情形於鑑賞期內亦無法接受退貨排除類型舉例易於腐敗、保存期間較短或解約時即將過期效期較短的食品、飲料、牛奶類產品等客製化之產品依消費者需求訂製的產品報紙、期刊或雜誌具時效性之出版品等經拆封之影音產品或電腦軟體CD, DVD, 電腦軟體等非以有形媒介提供之數位內容或一經提供即為完成之線上服務電子書、線上內容等已拆封之個人衛生用品貼身衣物、貼身產品等適用法律、法規、裁定、命令或法院判決下，不適用鑑賞期的任何其他情況跨境賣家廠商名稱Coupang Corp.註冊地址570, Songpa-daero, Songpa-gu, Seoul, Republic of Korea廠商名稱Coupang Global LLC註冊地址1560 Sierra Ridge Dr. Riverside, California, USA下載 APP 獲得更多優惠獲得更多商品折扣和優惠享受快速又可靠的配送即時追蹤訂單馬上獲得優惠我不要 產品資訊皆由跨境廠商提供，翻譯內容僅供參考，相關說明應以實際產品標示資訊為準； 產品圖片皆由跨境廠商提供，僅供參考用，實際產品可能因拍攝時間或其他原因而有差異。 探索更多相關商品乳酸菌葉黃素水飛薊Omega 3-6-9/魚油DHA輔酶 Q10玻尿酸/膠原蛋白酵素甘蔗原素葡萄糖胺蜂膠鋸棕櫚肌酸胺基酸MSM 食用硫磺素薑黃素卵磷脂S-腺苷甲硫氨酸槲皮素蒺藜白藜蘆醇初乳兒童乳酸菌/Omega 等其他營養補充品關於酷澎Coupang使用者條款顧客隱私權政策通知－台灣關注我們 Global Site Coupang Korea 酷澎韓國 ©Coupang Taiwan Co., Ltd. 保留所有權利。本網站上顯示的所有商標、標誌和服務標誌均為酷澎股份有限公司和/或其在美國和其他國家/地區註冊之關聯公司之所屬財產。",legal,廣告文字內容僅包含產品名稱（Yuhanmedica 醣胺聚醣軟骨素補充錠）、規格、價格、折扣、運送方式及賣家資訊等商業交易相關描述。全文未提及任何關於產品的療效、保健功能、疾病治療、預防或改善身體狀況的詞句。對比參考資料中的違法案例，其違法原因皆為產品（無論是醫療器材或非醫療器材）宣稱了醫療效能或誇大療效，例如『輔助舒緩局部肌肉痠痛』、『促進血液循環』、『降低莢膜攣縮發生的機率』等。本廣告文字內容並無類似的醫療或健康宣稱，因此不涉及誇大療效或違法。
95,"老人保健食品 - Google Shopping 【買二送一】十方綜合益生菌+益生元 15包入Visit siteNT$460.00 · 大醫生技COMPARE PRICESPRODUCT DETAILS益生菌品牌太多太難選? 找專利益生菌推薦大醫生技益生菌,1包補充300億益生菌,幫助排便順暢、調整消化道機能。MORE DETAILSONLINE SHOPSSort DefaultDefaultPrice - low to highPrice - high to lowNT$460.00大醫生技NT$349.00Free shippingCoupang 酷澎",legal,廣告文字內容主要宣稱「幫助排便順暢」及「調整消化道機能」。這些詞句屬於食品廣告中常見的「保健」或「維持生理機能」的範疇，且使用了「幫助」及「調整」等較為緩和的用詞，並未直接宣稱具有治療、改善疾病或誇大療效的意涵。對比參考資料中的違法案例，其廣告用詞多涉及具體疾病的治療、預防、改善（如關節疼痛、發炎、骨密度、身高發育、蛀牙、視力、記憶力、性功能等），或使用具體倍數來誇大效果（如降低關節疼痛3.4倍、提高1.7倍吸收），這些都明顯超出食品廣告的合法範圍。本案廣告文字並未出現類似的誇大或涉及療效的詞句。根據「無罪判定原則」及「從寬認定合法性」的原則，此廣告文字內容不涉及誇大療效或違法。
96,"老人保健食品 - Google Shopping 情人節最高回饋$1314【正官庄】活蔘28D PLUS 80mlx30包/盒(牛磺酸/維他命B/幫助消化/補氣/許光漢代言推薦)Visit siteNT$1,630.00 · PChome 24h購物Free shippingCOMPARE PRICESPRODUCT DETAILS新包裝即撕即飲 迅速補充救援MORE DETAILSUSER REVIEWS5.0★★★★★4 reviews54321SEE ALL REVIEWSONLINE SHOPSSort DefaultDefaultPrice - low to highPrice - high to lowNT$1,630.00Free shippingPChome 24h購物NT$1,680.00Free shippingmomo購物網",legal,根據「無罪判定原則」及「從寬認定合法性」，廣告文字內容中的「幫助消化」、「補氣」及「迅速補充救援」等詞句，屬於保健食品常見的輔助性或一般性功能訴求，旨在說明產品對維持身體機能或提升活力的一般性幫助。這些詞句並未直接宣稱具有治療、減輕、預防疾病的效果，也未提及具體的生理改變（如減重、塑身、修復組織、降低疼痛指數等），或暗示能改善特定疾病症狀（如關節退化、過敏、排便不順等）。與參考資料中被判定違法的案例相比，那些案例的廣告詞句明確涉及誇大療效、暗示治療疾病、或承諾具體的生理改變（例如：『泡芙腿的排水對策』、『打造緊實孅美腿』、『消耗多餘脂質』、『降低關節疼痛3.4倍』、『修復及重建軟骨』等），這些都遠超出了本廣告所使用的詞彙範疇。因此，本廣告文字內容不涉及誇大療效及違法。
