ID,Question,Judge,Reason
10,酵素 - Google Shopping 情人節最高回饋$1314【本研專科】酵素青汁x1盒(15入/盒)Visit siteNT$580.00 · momo購物網Free shippingCOMPARE PRICESPRODUCT DETAILS給你排便順暢新體驗MORE DETAILSUSER REVIEWS5.0★★★★★6 reviews54321SEE ALL REVIEWSONLINE SHOPSNT$580.00Free shippingmomo購物網,legal,廣告文字中的「給你排便順暢新體驗」一詞，明確列於參考資料中「不視為有違法風險」的文字清單內。根據無罪判定原則及從寬認定合法性，此廣告用詞不涉及誇大療效及違法。
11,"酵素 - Google Shopping 【我的健康日記】夜食酵素EX30入Visit siteNT$799.00 · 屈臣氏網路商店COMPARE PRICESPRODUCT DETAILS1. 宵夜、大餐、飲食管理的代謝應援2. 添加200%酵素添加量*+108種蔬果醱酵精華+250%雙纖添加量*+梅精添加量500mg,排便超有感! 3. 知名明星劉品言代言!MORE DETAILSUSER REVIEWS4.9★★★★★307 reviews54321SEE ALL REVIEWSONLINE SHOPSSort DefaultDefaultPrice - low to highPrice - high to lowNT$799.00屈臣氏網路商店NT$679.00Free shippingPChome 24h購物NT$650.00Free shipping鮮拾NT$749.00樂天市場購物網NT$679.00Free shippingmomo購物網Showing results 1&ndash;5 of 12Next >",legal,根據參考資料，廣告文字中的「代謝應援」與「促進新陳代謝」概念相似，且「排便超有感」明確列於參考資料中不視為有違法風險的詞彙。廣告內容未出現超出參考資料範圍的誇大療效詞語，且判斷原則為從寬認定合法性，因此判斷為合法。
12,"万田酵素 是由超過53種植物性原材料經過3年3個月以上的長期發酵和熟成而成的優質酵素產品。 主要使用國產的「果實」、「穀物」、「海藻」、「蔬菜」等多種素材進行複合發酵,採用瀨戶內的穩定氣候進行常溫發酵,全程不加水、不加熱,保留了天然的營養成分。 三款的區別說明: 標準款 枇杷是一種含有維生素、礦物質和多酚的水果。 特別是多酚成分,對健康和美容敏感的人特別關注。 標準款推薦給希望長久保持健康和想養成健康飲食習慣的人。 加桑葚款 桑葚富含維生素和礦物質,是對美容敏感的女性喜愛的水果。 桑葚適合希望保持美麗以及想要養成美容飲食習慣的人。 加生薑款 生薑自古以來就被視為一種對健康有益的材料。 它在希望維持健康和保持年輕的人群中非常受歡迎。 生薑產品在我們的愛用顧客中是非常受歡迎的商品。 万田酵素的三大特點 常溫發酵: 萬田酵素堅持使用常溫發酵的製法,發酵過程中不添加任何多餘的成分,包括水。 為了最大限度地保留素材的天然力量,發酵和熟成過程中完全無加水、無加熱,歷時3年3個月以上進行發酵和熟成。 複合發酵: 萬田酵素結合多年來的發酵智慧和職人技術,進行多階段的複合發酵,充分釋放每一種素材的力量。 這種獨特的發酵技術能將各種原材料的營養成分完全保留並有效利用。 國內生產: 万田酵素的根源可追溯至因島,在元祿時代開始的十代老店「造酒屋」。 自創業以來,萬田酵素在自然環境優美的瀨戶內海因島,堅持常溫長期熟成。 因島的四季變化提供了獨特的自然條件,這對萬田酵素的熟成過程至關重要。 原材料及成分 糖類:黑糖、果糖、葡萄糖 大粒果實:蘋果、柿子、香蕉、鳳梨 穀類:白米、糙米、糯米、粟、大麥、黍、玉米 柑橘類:橘子、八朔、臍橙、伊予柑、檸檬、夏橙、香橙、金橘、香櫞、椪柑、柚子 小粒果實:桑葚、葡萄、通草、無花果、木天蓼、山葡萄、楊梅、草莓、梅子 豆類和芝麻:大豆、黑芝麻、白芝麻、黑豆 根菜類:胡蘿蔔、大蒜、牛蒡、百合根、蓮藕 海藻類:羊栖菜、海帶、紫菜、青紫菜、昆布 其他:蜂蜜、核桃、澱粉、黃瓜、芹菜、紫蘇 万田酵素 結合了多種天然成分,通過長期發酵和熟成,為您提供豐富的營養支持,幫助維持身體健康。MORE DETAILSUSER REVIEWS4.7★★★★★129 reviews54321SEE ALL REVIEWSONLINE SHOPSSort DefaultDefaultPrice - low to highPrice - high to lowNT$1,061.39スギSUGINT$1,034.05+NT$288.00 shippingCosmeBear 小熊藥妝台湾站 - 日本藥妝特賣直邮NT$979.00+NT$325.00 shippingDokodemo",legal,廣告文字內容主要描述產品的原材料、發酵過程、以及產品特性，並將產品推薦給有特定健康或美容目標的消費者，例如「希望長久保持健康」、「想養成健康飲食習慣」、「希望保持美麗」等。這些表述是基於消費者的願望或產品的成分特性，而非直接宣稱產品具有特定的生理功能或療效。廣告中提及「保留了天然的營養成分」，這屬於對產品成分的描述，並未直接宣稱「完整補充營養」或「能完整補充人體營養」，但即使是後者，在參考資料中也屬於合法範疇。其他如「對健康和美容敏感的人特別關注」、「希望維持健康和保持年輕的人群中非常受歡迎」等，均為描述消費者群體或產品受歡迎程度，而非產品功效。綜合判斷，廣告中的用詞並未出現誇大療效或涉及醫療效能的詞語，且相較於參考資料中已認定合法的詞彙（如「調整體質」、「促進新陳代謝」、「青春美麗」），本廣告的用詞更為間接和溫和。根據「無罪判定原則」和「從寬認定合法性」的原則，此廣告文字內容不視為違法。
13,"酵素 - Google Shopping 日本藥健 大麥若葉 金の青汁 乳酸菌x酵素 25種野菜 30/60包 60包Visit siteNT$598.00 · 樂樂JAPAN+NT$100.00 shippingCOMPARE PRICESPRODUCT DETAILSForm: PowderSupplement Ingredient: Green Tea Extract, FiberEach pack contains a variety of 25 kinds of domestic vegetable lactic acid bacteria enzyme, providing a wide range of nutrients to support your health. The 5 pieces in each set are easy to carry and take with you on the go, making it a great option for busy lifestyles. Enjoy all of the health benefits of this unique supplement with the convenience of these packs!MORE DETAILSUSER REVIEWS4.7★★★★★737 reviews54321SEE ALL REVIEWSONLINE SHOPSSort DefaultDefaultPrice - low to highPrice - high to lowNT$598.00+NT$100.00 shipping樂樂JAPANNT$480.00蝦皮購物",legal,廣告文字內容中，「providing a wide range of nutrients to support your health」及「Enjoy all of the health benefits」等詞語，屬於廣泛且非特異性的健康支持聲明。這些用詞並未提及具體的疾病治療、預防或療效，也未超出參考資料中被視為合法範圍的「完整補充營養」、「調整體質」、「促進新陳代謝」等描述。根據「無罪判定原則」及「從寬認定合法性」的原則，這些文字不構成誇大療效或違法。
14,"含4種新材料(精氨酸、甘氨酸、GABA、活的新谷酵素)幫助熟睡的同時燃燒熱量。 邊睡邊瘦,達到理想身材。 讓你的身體睡覺時邊燃燒熱量![ 使用方法]作為日常飲食的補充,每天用水或溫水服用 7 粒膠囊。[ 原料成分]曲霉發酵提取物粉末(麥芽糖糊精、曲霉發酵米提取物)(印度製造)、低聚異麥芽糖粉末、木瓜加工品(麥芽糖糊精、木瓜提取物)、L-鳥氨酸鹽酸鹽、酵母、肉桂粉、發酵米糠、含孢子乳酸細菌、匙羹藤提取物粉末、生薑提取物粉末、酵母肽/甘氨酸、結晶纖維素、檸檬酸、L-精氨酸、L-酪氨酸、硬脂酸鈣、精細二氧化矽、菸酸、V.MORE DETAILSUSER REVIEWS4.9★★★★★79 reviews54321SEE ALL REVIEWSONLINE SHOPSSort DefaultDefaultPrice - low to highPrice - high to lowNT$438.71スギSUGINT$542.23+NT$288.00 shippingCosmeBear 小熊藥妝台湾站 - 日本藥妝特賣直邮NT$592.00+NT$325.00 shippingDokodemo",illegal,廣告文字中「燃燒熱量」、「邊睡邊瘦」、「達到理想身材」等用詞，直接宣稱產品具有減重、塑身或燃燒脂肪的功效。這些宣稱已超出參考資料中「促進新陳代謝」、「調整體質」或「有助於不易形成體脂肪（需在嚴謹條件下）」等合法範圍。參考資料明確指出，即使是「有助於不易形成體脂肪」也需在「嚴謹的營養均衡與熱量控制，以及適當的運動條件下」才能宣稱，而廣告中的「燃燒熱量」、「邊睡邊瘦」等詞語並未提及任何前提條件，且語氣更為直接和絕對，已涉及誇大療效或暗示醫療效能，因此判斷為違法。然而，「幫助熟睡」則符合參考資料中「幫助入睡」的合法範圍。
15,酵素 - Google Shopping 【我的健康日記】 夜食酵素30入Visit siteNT$699.00 · 屈臣氏網路商店COMPARE PRICESPRODUCT DETAILS商品規格 商品簡述:宵夜. 大餐. 飲食管理健康對策 規格:32入 原產地:台灣 深、寬、高:11.0x7.5x16.0 保存環境:室溫 食品業者登錄字號:A-184449046-00000-7 投保產品責任險:150113PD01525(2024/8/20 ~2025/8/20) 製造日期:如包裝所示 包裝份量:如包裝所示 製造商名稱:統一藥品股份有限公司 製造商電話:(02)2577-8899 製造商地址:台北市松山區南京東路四段126號6樓 藥商許可執照: 藥商諮詢專線:0800-051-148 許可執照字號:北市衛藥販(松)字第620101C611號 藥商名稱:台灣屈臣氏個人用品商店股份有限公司 藥商地址:台北市松山區八德路四段760號11樓之1、之2及14樓 藥商諮詢專線:(02)27421234 NoBrandMORE DETAILSUSER REVIEWS4.9★★★★★410 reviews54321SEE ALL REVIEWSONLINE SHOPSSort DefaultDefaultPrice - low to highPrice - high to lowNT$699.00屈臣氏網路商店NT$699.00POYA寶雅線上買NT$590.00Free shipping蝦皮購物NT$594.00Free shippingPChome 24h購物NT$594.00Free shippingmomo購物網Showing results 1&ndash;5 of 7Next >,legal,廣告文字「宵夜. 大餐. 飲食管理健康對策」中，「宵夜. 大餐.」描述產品使用情境，而「飲食管理健康對策」則屬於廣泛的健康管理或飲食輔助策略的描述。此用語並未直接宣稱具備治療、改善疾病或特定生理機能的功效，也未提及具體的醫療效果。根據「無罪判定原則」及「從寬認定合法性」的指示，此類描述可被視為一般性的健康維護或生活型態輔助，與參考資料中允許的「調整體質」、「促進新陳代謝」等非醫療性宣稱的精神相符，不構成誇大療效或違法。
16,規格說明 商品品名：高紘生醫 清酵素酵素錠 容量/規格：130錠/罐 成分：牛皮消根部萃取物、草決明種子、葡萄糖、荷葉、菊糖、綜合酵素(含麥芽糊精、乳糖、蛋白質分解酵素、澱粉水解酵素、脂肪分解酵素、纖維分解酵素)、綜合蔬果酵素粉(含巴西莓、蔓越莓、覆盆子莓、藍莓、石榴、草莓、西印度櫻桃、黑莓、山竹、智利酒果、葡萄子、枸杞、紫花苜蓿、小麥草、大麥草、諾麗果、甜菜根、雷公根、南瓜、辣木葉、朝鮮薊、螺旋藻、苦瓜、綠藻、麥芽糊精、阿拉伯膠、二氧化矽)、優格香料、鳳梨萃取物、果寡糖、螺旋藻、綠藻、硬脂酸鎂、二氧化矽、菸鹼醯胺、嗜酸乳桿菌、比菲德氏菌、保加利亞乳桿菌、乾酪乳桿菌。 食用方式：建議成人餐後或睡前一次4錠，每日食用一次；6歲以上兒童一次2錠，食用後多補充水份，如需增加量時，請先徵詢營養師或藥師建議方式食用，多食無益。 保存方式：置於常溫陰涼乾燥處，避免陽光照射。 說明事項：孕婦及哺乳之婦女，並無文獻資料發表不可食用或有副作用，建議徵詢醫師或暫停食用。 保存期限：三年(未開封) 營養標示:如圖所示 原產地(國)：台灣 製造廠商或國內負責廠商名稱：高紘國際股份有限公司 製造廠商或國內負責廠商地址：高雄市三民區大昌二路67號5樓之2 製造廠商或國內負責廠商電話：0800-805-808 食品業者登錄字號：E-124500455-00000-7 投保產品責任險字號：第一產物保險1002字第04PR000113。,legal,廣告文字內容主要為商品品名、容量規格、成分、食用方式、保存方式、說明事項、保存期限、營養標示、原產地及廠商資訊等產品基本說明。其中並未出現任何具體宣稱療效、誇大功效或暗示疾病治療、預防的詞語。雖然產品名稱為「清酵素」，可能暗示清潔或排毒功能，但這屬於產品命名，且未搭配任何具體功效宣稱。參考資料中列出的「排便有感」、「排便順暢」、「改變細菌叢生態」等詞語均被視為合法，而此廣告甚至沒有直接使用這些詞語。因此，根據「從寬認定合法性」的原則，此廣告文字內容不涉及誇大療效或違法。
17,"食品標示 商品評價 (0) 商品問答 (0) 品牌滿額贈 凡單筆訂單購買健康進行式商品達 達 NT$3,000，即可免費贈送 贈品：苦瓜胜肽植物素食膠囊(60粒)(效期~2025/07/17) 1 盒 (市價NT$0) (不累贈) 品牌滿額贈 凡單筆訂單購買健康進行式商品達 達 NT$3,000，即可免費贈送 贈品：苦瓜胜肽植物素食膠囊(60粒)(效期~2025/07/17) 1 盒 (市價NT$0) (不累贈) 品牌滿額贈 凡單筆訂單購買健康進行式商品達 達 NT$3,000，即可免費贈送 贈品：苦瓜胜肽植物素食膠囊(60粒)(效期~2025/07/17) 1 盒 (市價NT$0) (不累贈) 品牌折扣 於2025/02/14前， 凡單筆訂單購買健康進行式商品 滿NT$ 1,000 元 ， 整筆訂單結帳將再折 NT$ 88 元 品牌折扣 &nbsp; 於2025/02/14前， 凡單筆訂單購買健康進行式商品 滿NT$ 1,000 元 ， 整筆訂單結帳將再折 NT$ 88 元 品牌折扣 於2025/02/14前， 凡單筆訂單購買健康進行式商品 滿NT$ 1,000 元 ， 整筆訂單結帳將再折 NT$ 88 元 品牌買就送 凡購買健康進行式商品 即可免費贈送: 贈品：苦瓜胜肽植物素食膠囊(10粒/袋)(效期~2025/07/17) 1 袋 品牌買就送 &nbsp; 凡購買健康進行式商品 即可免費贈送: 贈品：苦瓜胜肽植物素食膠囊(10粒/袋)(效期~2025/07/17) 1 袋 品牌買就送 凡購買健康進行式商品 即可免費贈送: 贈品：苦瓜胜肽植物素食膠囊(10粒/袋)(效期~2025/07/17) 1 袋 成 份 玉米來源水溶性膳食纖維、麥芽糊精、複方植物萃取物(含綠薄荷萃取物、綠茶萃取物)、麩胺酸發酵物粉 (氧化澱粉、含GABA之麩胺酸發酵物)、綜合胺基酸(麥芽糊精、L-麩酸、L-天冬胺酸、L-脯胺酸、L-白胺酸、胺基乙酸、L-α-胺基異戊酸、鹽酸L-二胺基己酸、L-異白胺酸、L-羥丁胺酸、L-精胺酸、L-組胺酸、L-苯丙胺酸、DL-蛋胺酸、L-酪胺酸、L-色胺酸)、圓酵母發酵物(含穀胱甘肽)、芝麻萃取物[微結晶狀α-纖維素、芝麻萃取物(含芝麻素)]、綜合酵素複合物(麥芽糊精、Alpha-澱粉酶、乳糖酶、纖維酶、中性蛋白酶、脂肪酶)、吡啶甲酸鉻、硬脂酸鎂。 膠囊成分：明膠、硫酸月桂酯鈉、二氧化鈦、純水、甘油。 保健目的 幫助入睡、調整體質、青春美麗。 容 量 500毫克/粒；30粒，共7盒。 / 組 用 法 每天2粒，建議晚餐飯後食用。(１日最多4粒，多食無益。) 保存方式 請置於陰涼乾燥處，避免陽光直接照射，開封後請盡快食用完畢。 有效期限 此批產品有效期限至2025年12月20日。",legal,廣告文字內容主要描述品牌滿額贈品活動及品牌折扣優惠，提及的商品名稱為『健康進行式商品』及贈品『苦瓜胜肽植物素食膠囊』。然而，廣告中並未對這些商品提出任何關於其功效、功能或健康效益的宣稱，例如『調整體質』、『促進新陳代謝』等。由於廣告文字中沒有任何涉及療效或健康聲明的內容，因此無從判斷其是否涉及誇大療效或違法。根據『無罪判定原則』，不捏造或過度解讀廣告文字，從寬認定合法性，此廣告文字內容不涉及誇大療效及違法。
18,"酵素 - Google Shopping 【分解消化】全果發酵鳳梨寡糖酵素飲3.0(30包/盒)Visit siteNT$3,310.00 · nisoro.comCOMPARE PRICESPRODUCT DETAILS消化不良、排便不順困擾你嗎? Nisoro鳳梨酵素濃縮精華,添加5種綜合消化酵素、專利LJ88乳酸菌,能有效幫助消化,增加腸胃蠕動,溫和配方全家大小都適合。MORE DETAILSONLINE SHOPSNT$3,310.00nisoro.com",legal,廣告文字內容中的「分解消化」、「幫助消化」與參考資料中的「保護消化道全機能」、「提升吸收滋養消化機能」語意相近，皆屬於對消化功能的輔助性描述，不涉及療效宣稱。而「增加腸胃蠕動」則與參考資料中允許的「排便有感」、「排便順暢」、「維持正常的排便習慣」等描述相關，是達成排便順暢的生理機制，未超出合法範圍。整體廣告用詞符合『無罪判定原則』及『從寬認定合法性』，未見誇大療效或違法之處。
19,"酵素 - Google Shopping 【小兒利撒爾】食欲向上 蔬果消化酵素(45包/盒)Visit siteNT$1,264.00 · momo購物網Free shippingCOMPARE PRICESPRODUCT DETAILS日本米麴酵素 野菜Mix (蔬果綜合發酵萃取物) 輔助完整營養素攝取 5in1綜合消化酵素 品牌:小兒利撒爾 規格:45包/盒 產品說明 : 。 專為挑食、不愛菜菜的兒童打造 蔬果消化酵素輔助兒童,將食物分解成小分子營養素,幫助消化,好吸收。 。 5+1酵素が消化機能サポート ̇ 添加多元酵素酶:澱粉酶、乳糖酶、脂肪酶、纖維素酶、中性蛋白酶,幫助營養消化吸收,減少負擔。 ̇ 嚴選日本研發米麴酵素,強化蛋白質分解,有利多元胺基酸攝取與吸收。 ̇ 含56種天然綜合蔬果萃取,其豐富微量營養素及有機酸來源,是兒童日常飲食均衡的小幫手。 無農藥殘留 無砂糖、無香料、無色素、不含防腐劑 成分: 內容物全成分:海藻糖、植物發酵萃取乾燥粉末(糊精、植物發酵物(昆布、海藻、海苔、高麗菜、地瓜、松茸、蓮藕、牛蒡、番茄、青椒、甜菜、紅椒、紅蘿蔔、白蘿蔔、藜麥、玄米、燕麥、玉蜀黍、大麥、豌豆、紅豆、巴西豆、紫巴西豆、黑芝麻、黃豆、黑巴西豆、鷹嘴豆、小扁豆、薏苡、乾玉米、棉籽油、迷迭香、明日葉、黑醋栗、檸檬草、肉桂、甜菊葉、瓜拿那、橘子、鳳梨、香蕉、蘋果、青木瓜、芭樂,哈密瓜、酪梨、黑棗乾,西印度櫻桃、葡萄乾、芒果、楊桃,西瓜,奇異果,西洋梨、卡姆果))、米麴發酵粉末、穀物發酵萃取DigeZyme (穀物發酵萃取物(麥麩,含澱粉酶、乳糖酶、脂肪酶、纖維素酶、中性蛋白酶) 、麥芽糊精)、磷酸鈣、果寡糖、檸檬酸 產地:日本 山梨縣 適用年齡:1歲以上 營養標示:詳見圖示 廠商名稱:幸一生醫科技有限公司 廠商地址:台北市內湖區潭美街175號 廠商電話:0800-221-627 食品業者登錄字號:A-170474901-00000-0 投保產品責任險字號:國泰產險1516字第05PD02451號 食用方式:1~12歲每回1包,每日3回。 建議於三餐飯後食用,輔助維持消化機能。 本產品無添加防腐劑,開封後請盡速食用完畢。 勿將產品混入40゚C以上開水或食品中,以維持酵素活性。 保存方式:請保存於陰涼處,避免高溫、日曬影響產品品質。",legal,廣告文字內容主要強調產品能『幫助消化』、『好吸收』、『輔助完整營養素攝取』、『消化機能サポート』、『幫助營養消化吸收，減少負擔』、『強化蛋白質分解，有利多元胺基酸攝取與吸收』，以及作為『兒童日常飲食均衡的小幫手』。這些描述與參考資料中列出的『幫助消化』、『完整補充營養』、『調整體質』、『促進新陳代謝』、『保護消化道全機能』、『提升吸收滋養消化機能』等不視為違法風險的文字高度相似或屬於其合理延伸。雖然『食欲向上』未直接列於參考資料，但在『蔬果消化酵素輔助兒童』、『幫助消化，好吸收』的上下文語境下，可被理解為改善消化吸收後，間接提升兒童對食物的接受度或食慾，而非宣稱治療食慾不振等疾病，不構成誇大療效。整體而言，廣告用詞符合參考資料中對合法宣稱的定義，並未涉及誇大療效或違法。
